Cell,class
RU1181B_169649541863334,2
RU1181B_226394635626294,2
RU1181B_165784084240756,2
RU1181B_227914129033139,2
RU1181B_157002371913579,2
RU1181B_227906759879011,2
RU1181B_197066451275181,2
RU1181C_197271850277596,2
RU1181C_165239938018539,2
RU1181C_206061347728668,2
RU1181C_240497474885876,2
RU1181B_196166655338931,2
RU1181C_170869460155126,2
RU1181B_192120140032372,2
RU1181C_191227458406316,2
RU1181B_192110461603166,2
RU1181C_121887370984803,2
RU1181B_239997898374507,22
RU1181C_164750339782429,2
RU1181B_227494295943990,2
RU1181C_135501362947942,2
RU1181C_161943431048556,2
RU1181B_241054862982068,2
RU1181B_226942290381534,2
RU1181B_170797760465691,2
RU1181C_164761869080491,2
RU1181C_161943417177899,2
RU1181B_191646632724315,2
RU1181B_135504967624486,2
RU1181B_205990587915563,2
RU1181C_235060851850075,6
RU1181B_156039849858853,2
RU1181B_129457538124571,2
RU1181C_232250958003509,2
RU1181B_165808902138787,2
RU1181C_121955406956268,2
RU1181C_165191500582244,2
RU1181C_161537422936413,2
RU1181B_204959675996507,4
RU1181C_200444872944427,2
RU1181B_135573437835621,2
RU1181B_122490814066027,2
RU1181B_200005597445547,2
RU1181C_226394635421422,23
RU1181C_191140650768172,2
RU1181C_130599846852516,2
RU1181B_239476032289637,2
RU1181B_161452763233076,2
RU1181B_156034496383389,2
RU1181B_231357516733724,2
RU1181B_134517112073006,2
RU1181C_201463706836252,2
RU1181C_199877507304230,2
RU1181C_129663530822046,2
RU1181C_196172024802539,2
RU1181C_166400412470046,2
RU1181C_134533249952670,2
RU1181C_231686452754804,2
RU1181B_134394556861678,2
RU1181B_126267404962726,2
RU1181B_231772352363829,2
RU1181C_161326283811036,2
RU1181C_135023528929637,2
RU1181C_135632474724582,2
RU1181C_126905253780771,2
RU1181B_235214365646244,2
RU1181B_121963862474037,2
RU1181B_228049554623787,2
RU1181B_125798225759139,2
RU1181B_125720884825502,2
RU1181C_131095934397212,2
RU1181C_135547755841395,2
RU1181B_157684178762163,23
RU1181C_204770978449829,2
RU1181C_226213456463723,2
RU1181B_231289985583910,2
RU1181C_232379672082853,2
RU1181C_121322555979638,2
RU1181B_129455103334309,2
RU1181C_230799420020660,2
RU1181C_131227065175411,2
RU1181C_196654134352621,2
RU1181B_161332457495918,2
RU1181B_126912904226678,2
RU1181C_135503625471843,2
RU1181C_200982549191907,2
RU1181B_169777348897652,2
RU1181C_157004338785053,2
RU1181C_129998538357550,2
RU1181C_125168042007333,12
RU1181C_165329239136550,18
RU1181C_134585729574766,2
RU1181B_166407946857251,2
RU1181C_241046916549364,2
RU1181B_196653222575387,2
RU1181C_192171289302836,2
RU1181C_239597499083565,2
RU1181B_191088274073443,2
RU1181C_204351804755371,2
RU1181B_135135332089054,2
RU1181C_165309463615797,2
RU1181C_129576409349348,2
RU1181C_196019714381734,23
RU1181B_129981255432502,2
RU1181C_121322569874670,2
RU1181C_239476078729462,2
RU1181B_133846994959203,2
RU1181B_226401123982627,2
RU1181B_122490832477422,2
RU1181C_192247766641883,2
RU1181B_165782090050987,2
RU1181B_125262248393949,2
RU1181C_165945520798510,2
RU1181C_130673772772597,2
RU1181C_165191500061987,2
RU1181C_192188576394484,2
RU1181B_227861650360564,2
RU1181B_227501946034086,2
RU1181B_131080064810205,2
RU1181C_121390228462325,2
RU1181C_241176048191901,2
RU1181C_155842595704245,2
RU1181C_160990873447667,2
RU1181C_131106639656811,2
RU1181B_227914160651493,2
RU1181B_239594426494238,2
RU1181C_192120125771174,2
RU1181C_129576436193523,2
RU1181C_157004365445477,2
RU1181C_231365388918195,2
RU1181B_192171277470949,2
RU1181C_157623902656230,2
RU1181B_191099011487651,2
RU1181C_170181029948149,2
RU1181C_192318679210781,2
RU1181C_192265751586614,2
RU1181C_166333947001692,2
RU1181C_160783821298029,2
RU1181C_129998523317477,2
RU1181B_204746121668507,2
RU1181B_133984146319596,2
RU1181C_226401092593373,2
RU1181C_156024146119595,2
RU1181B_125745312947035,2
RU1181C_199944374967517,2
RU1181B_200968859465589,2
RU1181C_165180747962613,2
RU1181B_227362360211381,2
RU1181C_131148528937270,2
RU1181C_156395286194998,2
RU1181B_121877963327795,2
RU1181C_227903376873198,2
RU1181B_226392649460142,2
RU1181B_192718871116061,2
RU1181B_192188622531299,2
RU1181C_166425395119916,2
RU1181C_170120228853675,2
RU1181B_133896502439156,2
