Cell,class
RU1293A_191767562348387,0
RU1293A_164640683677404,0
RU1293A_156572856249070,4
RU1293A_161943443650853,0
RU1293A_231289985915252,0
RU1293A_165329207713006,0
RU1293A_170139154298724,0
RU1293A_169175095560605,0
RU1293A_199823176355229,0
RU1293A_230609233766134,0
RU1293A_120703455287518,0
RU1293A_129440070691621,0
RU1293A_192118694787828,0
RU1293A_133921869774180,0
RU1293A_196095789132646,0
RU1293A_235688990468459,0
RU1293A_239396858748260,0
RU1293A_122307579623270,0
RU1293A_134447990270380,0
RU1293A_230748973611420,0
RU1293A_239589205141219,0
RU1293A_125236612610974,0
RU1293A_133828588226284,0
RU1293A_196087348115245,0
RU1293A_232389350713715,0
RU1293A_240482277604589,0
RU1293A_230612589034931,0
RU1293A_231906467278046,0
RU1293A_230601838712755,0
RU1293A_165849601530716,0
RU1293A_196115545906422,0
RU1293A_164698921818851,0
RU1293A_204292748590006,0
RU1293A_131164500052316,0
RU1293A_169014006762348,0
RU1293A_197271804075293,0
RU1293A_165310939449779,0
RU1293A_226970322492707,0
RU1293A_160920052546341,0
RU1293A_191648483925406,0
RU1293A_226970309647651,0
RU1293A_135562654079718,0
RU1293A_155914236775332,0
RU1293A_157673038690214,0
RU1293A_161943462996830,0
RU1293A_192661049691547,0
RU1293A_240559721178916,0
RU1293A_204908271417139,0
RU1293A_165945521167155,0
RU1293A_200511195139438,0
RU1293A_205294965287668,0
RU1293A_165380375833845,0
RU1293A_226212233825523,0
RU1293A_126284344256428,0
RU1293A_121254265638188,0
RU1293A_122292159273308,0
RU1293A_160381122267956,12
RU1293A_165248440621358,0
RU1293A_122488800333030,0
RU1293A_122490814097243,0
RU1293A_156941807643940,0
RU1293A_230809861831990,0
RU1293A_165790526684595,0
RU1293A_240489958955749,0
RU1293A_227374156175795,0
RU1293A_226212234062235,0
RU1293A_131174432660254,0
RU1293A_239396889480499,0
RU1293A_135693649983917,0
RU1293A_121339869621483,0
RU1293A_236167968020396,0
RU1293A_165191513434398,0
RU1293A_239381811678564,0
RU1293A_226889791557029,0
RU1293A_165875755171252,0
RU1293A_230816734694620,0
RU1293A_134394603321574,0
RU1293A_197051821995950,0
RU1293A_162080050232110,0
RU1293A_232251003418349,0
RU1293A_134515755183406,0
RU1293A_196524346035125,0
RU1293A_126777594170651,0
RU1293A_134513473801132,0
RU1293A_160364257463595,0
RU1293A_165239984896804,0
RU1293A_135621992897755,0
RU1293A_205381656800171,0
RU1293A_161317605489957,0
RU1293A_231703483436444,0
RU1293A_166273817196845,0
RU1293A_205441818282420,0
RU1293A_235600107223475,0
RU1293A_204292780354932,0
RU1293A_230601839503278,0
RU1293A_170113787128563,0
RU1293A_195554890865388,0
RU1293A_135005293886693,0
RU1293A_204773011449645,0
RU1293A_205861498317038,0
RU1293A_120850243078446,0
RU1293A_192101738014948,0
RU1293A_129978406230301,0
RU1293A_135573437372638,0
RU1293A_161332484749235,0
RU1293A_234992220421038,0
RU1293A_165380376083699,0
RU1293A_236770336558499,0
RU1293A_239594427248027,0
RU1293A_227929308653923,0
RU1293A_126760252991924,0
RU1293A_169156962798309,0
RU1293A_199814337226483,0
RU1293A_121940386987381,0
RU1293A_235067428453676,0
RU1293A_125262263373027,0
RU1293A_226829515513203,0
RU1293A_228067705842397,0
RU1293A_122291500313907,0
RU1293A_191767563103604,0
RU1293A_231365389216181,0
RU1293A_192120152844534,0
RU1293A_120728804051372,0
RU1293A_155911450154853,0
RU1293A_134405321812277,0
RU1293A_134530815683892,0
RU1293A_227915456204148,0
RU1293A_130003804481390,0
RU1293A_166480137086763,0
RU1293A_129576423799221,0
RU1293A_161942523833061,0
RU1293A_231151741658909,0
RU1293A_165379551739316,0
RU1293A_232319589410731,0
RU1293A_204772979435876,0
RU1293A_130691248581037,0
RU1293A_192309015825709,0
RU1293A_170113833256861,0
RU1293A_169151760549814,0
RU1293A_121748831234843,0
RU1293A_199954817043182,0
RU1293A_191551069711668,0
RU1293A_157560314652574,0
RU1293A_134594407611699,0
RU1293A_133855297289118,0
RU1293A_200982568318700,0
RU1293A_192662411328308,0
RU1293A_156022965652845,0
RU1293A_201587085131165,0
RU1293A_122427450506099,0
RU1293A_199814318569380,0
RU1293A_226942271317726,0
RU1293A_236245189520156,0
RU1293A_165800209734886,0
RU1293A_133828588267934,0
RU1293A_169012813286236,0
RU1293A_134594453466539,0
RU1293A_196707150870363,0
RU1293A_164693564929955,0
RU1293A_126680957118173,0
RU1293A_121887370959198,0
RU1293A_240135592626029,0
RU1293A_134394571802542,0
RU1293A_161943416421598,0
RU1293A_200896622253926,0
RU1293A_129663516400484,0
RU1293A_196105479351588,0
RU1293A_196500589832603,0
RU1293A_204770966096294,0
RU1293A_129508107304220,0
RU1293A_162004619906461,0
RU1293A_135692457462494,0
RU1293A_156514578459422,0
RU1293A_200923748887851,0
RU1293A_231357485042933,0
RU1293A_204842784904941,2
RU1293A_200991407488293,0
RU1293A_231289958611309,0
RU1293A_236220473850598,0
RU1293A_191622863795957,0
RU1293A_205932337744181,0
RU1293A_235058926861212,0
RU1293A_195975959701404,0
RU1293A_196569623579932,0
RU1293A_169081801128733,0
RU1293A_192189933742365,0
RU1293A_120769874122973,0
RU1293A_130005127550763,0
RU1293A_236107999336173,0
RU1293A_241097677892019,0
RU1293A_130751377828581,0
RU1293A_125583580683507,0
RU1293A_192189918787819,0
RU1293A_232379718221099,0
RU1293A_232379718756571,0
RU1293A_227861662492958,0
RU1293A_130665344260909,0
RU1293A_134378182523621,0
RU1293A_134402893274012,0
RU1293A_231772383821035,0
RU1293A_170120945982683,0
RU1293A_195562288068332,0
RU1293A_204342171949995,0
RU1293A_126268658857893,0
RU1293A_205933560674668,0
RU1293A_122436443031979,0
RU1293A_226392622647534,0
RU1293A_204214618740597,0
RU1293A_169081801395502,0
RU1293A_230610160797612,0
RU1293A_170728664983910,0
RU1293A_122378493049765,0
RU1293A_130143747460460,0
RU1293A_131164473575206,0
RU1293A_155842564798196,0
RU1293A_231151742110125,0
RU1293A_126905234910045,0
RU1293A_231151760423724,0
RU1293A_236770364380963,0
RU1293A_126912904252763,0
RU1293A_126748602625331,0
RU1293A_196114191341813,0
RU1293A_131106625182941,0
RU1293A_165808914983133,0
RU1293A_205932352625388,0
RU1293A_199823163874013,0
RU1293A_135573418142117,0
RU1293A_134462202395446,0
RU1293A_134376303807851,0
RU1293A_197254773847990,0
RU1293A_134395542846197,0
RU1293A_121869104965341,0
RU1293A_240153831848870,0
RU1293A_129981224447389,0
RU1293A_135501316472221,0
RU1293A_160905404468523,0
RU1293A_200570473932579,0
RU1293A_134994509850356,0
RU1293A_232319557483246,0
RU1293A_121817865599772,0
RU1293A_192306983419107,0
RU1293A_200896637523685,0
RU1293A_226884396141293,0
RU1293A_131095933664091,0
RU1293A_135083779545525,0
RU1293A_200005551045550,0
RU1293A_135503597954923,0
RU1293A_196569604672237,13
RU1293A_191767562611499,0
RU1293A_191208162224412,0
RU1293A_241038728841654,0
RU1293A_196498756069619,0
RU1293A_126347816655092,0
RU1293A_205925116730085,0
RU1293A_165714290960243,0
RU1293A_170672147250397,0
RU1293A_130676082240435,0
RU1293A_192788798323942,0
RU1293A_241055655123827,0
RU1293A_157491697465699,0
RU1293A_130118782504181,0
RU1293A_121338661333870,0
RU1293A_130074624808797,0
RU1293A_155843804478699,0
RU1293A_134590810507998,0
RU1293A_241176033843564,0
RU1293A_231772382947163,0
RU1293A_235550849841054,0
RU1293A_200570519341355,0
RU1293A_165248440057054,0
RU1293A_232252192508659,0
RU1293A_170755643066291,0
RU1293A_226331311650541,0
RU1293A_226401077902118,0
RU1293A_227374183602531,0
RU1293A_226949786987436,0
RU1293A_236220447320429,0
RU1293A_165258057869110,0
RU1293A_226273451788187,0
RU1293A_169014052443955,0
RU1293A_195547375003372,0
RU1293A_156945462775091,0
RU1293A_165849555712884,0
RU1293A_204842785422691,15
RU1293A_235559290289062,0
RU1293A_169787280808741,0
RU1293A_160988887210923,12
RU1293A_204292780379549,0
RU1293A_195613961701750,0
RU1293A_196095834544358,0
RU1293A_197254758677925,0
RU1293A_164761882449781,0
RU1293A_131227019045092,0
RU1293A_236718663362269,0
RU1293A_162078869350644,0
RU1293A_156024146906541,0
RU1293A_226760915631324,0
RU1293A_227304363674413,0
RU1293A_122487982901605,0
RU1293A_192248733191515,0
RU1293A_230748926884254,0
RU1293A_201104150911717,0
RU1293A_192118664152811,0
RU1293A_239543692770021,0
RU1293A_156022953429851,0
RU1293A_134447990172964,0
RU1293A_120850257922470,0
RU1293A_135485237614444,0
RU1293A_195975932462884,0
RU1293A_230809071409587,0
RU1293A_195615840418659,0
RU1293A_165309477964125,0
RU1293A_240628291197741,0
RU1293A_160361975601907,0
RU1293A_227911847791918,0
RU1293A_235128479206771,15
RU1293A_130598626253238,0
RU1293A_235688990993309,0
RU1293A_165191486200627,0
RU1293A_230818586507190,0
RU1293A_129567980414835,0
RU1293A_161944759331045,0
RU1293A_227922865470371,0
RU1293A_135503644121438,0
RU1293A_170672132869020,0
RU1293A_196592931290350,0
RU1293A_191636956465068,0
RU1293A_166479185697117,0
RU1293A_227425473480414,0
RU1293A_196586515647219,0
RU1293A_204970265271715,0
RU1293A_130142317002083,0
RU1293A_232328312805286,0
RU1293A_126224455351148,0
RU1293A_199877535066411,0
RU1293A_191087078958878,0
RU1293A_166265510574502,0
RU1293A_226419512331611,0
RU1293A_192797280750827,0
RU1293A_121963848021747,0
RU1293A_196500589078325,0
RU1293A_129567967853859,0
RU1293A_161317559158493,0
RU1293A_160439419222821,0
RU1293A_126284362345310,0
RU1293A_155843757987694,0
RU1293A_134395523620070,0
RU1293A_196730638522780,0
RU1293A_231349981243174,0
RU1293A_230681430056173,0
RU1293A_191636968467804,0
RU1293A_131163580128478,0
RU1293A_231282335243613,0
RU1293A_161394734291254,0
RU1293A_135562668489059,0
RU1293A_125746521230068,0
RU1293A_240628306136348,0
RU1293A_166477721974565,0
RU1293A_165945520614635,0
RU1293A_134590782954411,0
RU1293A_236107972635436,0
RU1293A_156034508437733,0
RU1293A_191705258800884,0
RU1293A_200907387685750,0
RU1293A_156033690516853,0
RU1293A_125744673119139,0
RU1293A_235671120697702,0
RU1293A_156600491982259,0
RU1293A_204952191745332,0
RU1293A_131081035505011,0
RU1293A_166402846481627,0
RU1293A_200418687606044,0
RU1293A_130134903311717,0
RU1293A_191072046896949,0
RU1293A_200922541251309,0
RU1293A_122285031077796,0
RU1293A_166480137833182,0
RU1293A_231357470161307,0
RU1293A_192129432214436,0
RU1293A_191646604945254,0
RU1293A_169014021184422,0
RU1293A_196592931391845,0
RU1293A_156034495887275,0
RU1293A_130615000582493,0
RU1293A_121735034329899,0
RU1293A_135132263705371,0
RU1293A_161332484586723,0
RU1293A_131106652731115,0
RU1293A_125033721751979,0
RU1293A_157698021549790,0
RU1293A_134936676719019,0
RU1293A_135693677812131,0
RU1293A_134387873267035,0
RU1293A_239460374436206,0
RU1293A_192265752100188,0
RU1293A_230809056492267,0
RU1293A_204968400480547,0
RU1293A_231282308212638,0
RU1293A_129457506929515,0
RU1293A_122283716433701,0
RU1293A_230679133677979,0
RU1293A_122444898819491,0
RU1293A_232242501803445,0
RU1293A_191622895062326,0
RU1293A_165851864198446,0
RU1293A_230738070190901,0
RU1293A_121751158582630,0
RU1293A_227906759645427,0
RU1293A_166402846776179,0
RU1293A_192265751313636,0
RU1293A_160381168465819,0
RU1293A_125262275665117,0
RU1293A_156598196098860,0
RU1293A_201104123084123,0
RU1293A_130539716564788,0
RU1293A_122285030848884,0
RU1293A_135083764866477,0
RU1293A_192661037435740,0
RU1293A_227862621142427,0
RU1293A_122369602709806,0
RU1293A_239594439666406,0
RU1293A_195418272683894,0
RU1293A_226942271278494,0
RU1293A_135632461651300,0
RU1293A_230748972829940,0
RU1293A_201463719644596,0
RU1293A_231916098972012,0
RU1293A_201542895287709,0
RU1293A_232303598135532,0
RU1293A_160783802981150,0
RU1293A_197145251986726,0
RU1293A_160911833909044,0
RU1293A_230817378024230,0
RU1293A_161326298426606,0
RU1293A_227929327594331,0
RU1293A_155911449888604,0
RU1293A_169245949192045,0
RU1293A_125798180083637,0
RU1293A_169707658460588,0
RU1293A_227374202836851,0
RU1293A_169717334984501,12
RU1293A_240000180009901,0
RU1293A_130194911484325,0
RU1293A_195554937522605,0
RU1293A_156600477539243,0
RU1293A_241097677651173,0
RU1293A_129998570014637,0
RU1293A_129446754511269,0
RU1293A_120786758363046,0
RU1293A_191697070803750,0
RU1293A_199884264095019,0
RU1293A_134060516423973,0
RU1293A_241046931528604,0
RU1293A_230807043173093,0
RU1293A_162080096971499,0
RU1293A_134060489230573,0
RU1293A_165173277973292,7
RU1293A_196586503526645,0
RU1293A_126913574987611,0
RU1293A_235617031773091,0
RU1293A_230610160213413,0
RU1293A_226949759974710,0
RU1293A_195545376938228,0
RU1293A_166480124500188,0
RU1293A_226419512371493,0
RU1293A_135573405821789,0
RU1293A_170738718759259,0
RU1293A_134542511487323,0
RU1293A_227357110986996,0
RU1293A_160381122562789,0
RU1293A_240135624649635,0
RU1293A_235144558032758,0
RU1293A_165248420989174,0
RU1293A_125262276021541,0
RU1293A_227905807963892,0
RU1293A_227312731314548,0
RU1293A_169768893468003,0
RU1293A_205366758926070,0
RU1293A_134515769961387,0
RU1293A_130005146457837,0
RU1293A_130050224973659,0
RU1293A_134590797929892,0
RU1293A_192797268101868,0
RU1293A_191648530557358,0
RU1293A_165251796090140,0
RU1293A_191140632050981,0
RU1293A_235000991270646,0
RU1293A_135622005843748,0
RU1293A_160921528982819,0
RU1293A_157148400008485,0
RU1293A_239381811510069,0
RU1293A_129524078402974,2
RU1293A_236845379274614,12
RU1293A_169019690379557,0
RU1293A_235007414005156,0
RU1293A_196087360121132,0
RU1293A_126227569883557,0
RU1293A_156033676365036,0
RU1293A_192868166876508,0
RU1293A_204908283424164,0
RU1293A_226392636606252,0
RU1293A_231772364168107,0
RU1293A_155888900794613,0
RU1293A_120788147166555,0
RU1293A_205933572405605,0
RU1293A_226760915610468,0
RU1293A_235060805659437,0
RU1293A_120850270304998,0
RU1293A_129455075838710,0
RU1293A_230809102596907,0
RU1293A_204763078507868,0
RU1293A_121802801175797,0
RU1293A_134396866321699,0
RU1293A_129430394461540,0
RU1293A_236701751369125,0
RU1293A_165784102845294,0
RU1293A_133921869809565,0
RU1293A_197254773893878,0
RU1293A_169580941956851,0
RU1293A_134447990426926,0
RU1293A_235617031241059,0
RU1293A_157140481070901,0
RU1293A_241184517311859,0
RU1293A_200905093499252,0
RU1293A_126820531428254,0
RU1293A_192788039321516,0
RU1293A_204772992272300,0
RU1293A_227903376836462,0
RU1293A_121735052445484,0
RU1293A_134395523881718,0
RU1293A_130693127915436,0
RU1293A_121338708014822,0
RU1293A_135006455294750,0
RU1293A_161529235192739,0
RU1293A_122298735638390,0
RU1293A_196156992146806,0
RU1293A_195545376869302,0
RU1293A_134377538477419,0
RU1293A_196524345808734,0
RU1293A_131095933709102,0
RU1293A_169220314183989,0
RU1293A_196166701935965,0
RU1293A_170328446908269,0
RU1293A_240145134410678,0
RU1293A_226392649389804,0
RU1293A_227304390741285,0
RU1293A_191164541259053,0
RU1293A_170738731597100,0
RU1293A_164710496037173,0
RU1293A_192883152874285,0
RU1293A_133896521537331,0
RU1293A_131165949906276,0
RU1293A_227293404030811,0
RU1293A_135503644388587,0
RU1293A_134515755764509,0
RU1293A_125745312712430,0
RU1293A_130118797969757,0
RU1293A_134376318162790,0
RU1293A_157064482473843,0
RU1293A_230610146085796,0
RU1293A_161943463086886,0
RU1293A_120781404059958,0
RU1293A_165310966937829,0
RU1293A_195615872174942,0
RU1293A_196046411745012,0
RU1293A_157605527181739,0
RU1293A_231290005051163,0
RU1293A_157684178992555,0
RU1293A_157605499727134,0
RU1293A_192101765007206,0
RU1293A_160432823360300,0
RU1293A_227304377634099,0
RU1293A_130204816005365,0
RU1293A_230612561415475,0
RU1293A_192788798302558,0
RU1293A_125059339049179,0
RU1293A_205381656530349,0
RU1293A_135006501955381,0
RU1293A_204970264845045,0
RU1293A_227293403174827,0
RU1293A_236158184253878,0
RU1293A_157680573537499,0
RU1293A_165920871464299,0
RU1293A_231898635941747,0
RU1293A_240617688361269,0
RU1293A_129645309286299,0
RU1293A_125813227117804,0
RU1293A_120850243762406,0
RU1293A_165790545984294,0
RU1293A_230612608170403,0
RU1293A_204968400711067,0
RU1293A_197075202631916,13
RU1293A_231754935253222,0
RU1293A_204968385525668,0
RU1293A_205294937205980,0
RU1293A_230817423908083,0
RU1293A_156034495638891,0
RU1293A_157064482634606,0
RU1293A_227929327356652,0
RU1293A_160439372569821,0
RU1293A_122369603160308,0
RU1293A_165329220556510,0
RU1293A_161317559159669,0
RU1293A_239997885266357,12
RU1293A_162004666010411,0
RU1293A_239517103249771,0
RU1293A_134601834915550,0
RU1293A_240559733009123,2
RU1293A_170328400475893,0
RU1293A_135071999678699,0
RU1293A_235214396837220,0
RU1293A_155914237328606,0
RU1293A_121399087327531,0
RU1293A_236176841234357,0
RU1293A_227434286201564,0
RU1293A_240153877723997,0
RU1293A_161547086388459,0
RU1293A_240633687731422,0
RU1293A_165239965280164,0
RU1293A_121817865284901,0
RU1293A_240145107380059,2
RU1293A_192324029536102,0
RU1293A_135066450573614,0
RU1293A_129661664389916,0
RU1293A_196515667762102,0
RU1293A_227911860415796,0
RU1293A_134377538967475,0
RU1293A_196499932560285,0
RU1293A_135693677550891,0
RU1293A_169580957129957,0
RU1293A_235128451975397,0
RU1293A_200991380721005,0
RU1293A_120849081427867,0
RU1293A_240695025027939,0
RU1293A_235000945031412,0
RU1293A_125168042334621,0
RU1293A_200493030067574,12
RU1293A_157689547181356,0
RU1293A_205932383591334,0
RU1293A_191096742591908,0
RU1293A_162020740774323,0
RU1293A_241054850333925,0
RU1293A_196653240990044,0
RU1293A_169079788128603,0
RU1293A_134396866320245,0
RU1293A_130133963951524,0
RU1293A_235058973063085,0
RU1293A_160905377200933,0
RU1293A_134462249229621,0
RU1293A_191553070098732,0
RU1293A_206061320956148,0
RU1293A_129981255436654,0
RU1293A_125262295087342,0
RU1293A_232313262389086,0
RU1293A_160301814303468,0
RU1293A_126888162508086,0
RU1293A_192306971076835,0
RU1293A_160370411883366,0
RU1293A_130132634102171,0
RU1293A_192729608480558,0
RU1293A_231358992432421,0
RU1293A_227862574487405,0
RU1293A_165784103577317,0
RU1293A_162078857579947,0
RU1293A_196664899062492,0
RU1293A_130204816529260,0
