Cell,class
RU1322A_LN_133924258008493,13
RU1322A_LN_162078856755548,13
RU1322A_LN_160921510067628,16
RU1322A_LN_199937951382750,16
RU1322A_LN_232328294456675,16
RU1322A_LN_169777302563229,16
RU1322A_LN_169081813821726,13
RU1322A_LN_227905807702243,13
RU1322A_LN_235122023909291,16
RU1322A_LN_204359574665452,16
RU1322A_LN_129515623135966,13
RU1322A_LN_231840681748790,13
RU1322A_LN_161326298458412,13
RU1322A_LN_232313261840749,13
RU1322A_LN_125720916351708,16
RU1322A_LN_239956412550571,13
RU1322A_LN_231703483472179,16
RU1322A_LN_156945462783339,13
RU1322A_LN_166400384486189,16
RU1322A_LN_169580969740061,16
RU1322A_LN_157053757898101,13
RU1322A_LN_227983014423324,13
RU1322A_LN_206068882814894,13
RU1322A_LN_197211721447261,16
RU1322A_LN_236845391899492,13
RU1322A_LN_192318633074085,13
RU1322A_LN_122285077196014,16
RU1322A_LN_135503613160291,13
RU1322A_LN_160905377009062,16
RU1322A_LN_231849378101995,16
RU1322A_LN_125720916606387,13
RU1322A_LN_195536637290859,13
RU1322A_LN_231821372667827,16
RU1322A_LN_134034899458998,13
RU1322A_LN_122499691079461,16
RU1322A_LN_231751801560301,13
RU1322A_LN_196707177679788,16
RU1322A_LN_170181075594078,13
RU1322A_LN_231133506852637,13
RU1322A_LN_239594412627699,16
RU1322A_LN_230738055543197,16
RU1322A_LN_164830754852133,13
RU1322A_LN_129663515941676,13
RU1322A_LN_161547086937012,16
RU1322A_LN_134448021364126,13
RU1322A_LN_165860292872501,13
RU1322A_LN_192859665034037,16
RU1322A_LN_228044351429420,13
RU1322A_LN_162081957103989,16
RU1322A_LN_199874703899051,16
RU1322A_LN_126681647541612,16
RU1322A_LN_156395285638564,13
RU1322A_LN_130143774718181,13
RU1322A_LN_129457506937179,16
RU1322A_LN_200968877854003,16
RU1322A_LN_122499690870702,16
RU1322A_LN_228049555216628,13
RU1322A_LN_166400431408941,16
RU1322A_LN_232389363324717,16
RU1322A_LN_199943033077022,13
RU1322A_LN_165309463510244,16
RU1322A_LN_195488065178332,16
RU1322A_LN_191166522998115,16
RU1322A_LN_130673800047022,13
RU1322A_LN_164750357912987,13
RU1322A_LN_236221655370598,16
RU1322A_LN_200922572741019,16
RU1322A_LN_240482276796205,16
RU1322A_LN_227374156397867,16
RU1322A_LN_231358973754285,13
RU1322A_LN_240550057299364,13
RU1322A_LN_166402846574438,16
RU1322A_LN_169727151982451,16
RU1322A_LN_192104019455396,16
RU1322A_LN_170738704103331,13
RU1322A_LN_164822414382956,16
RU1322A_LN_170139199663476,13
