Cell,class
RU1065C_196046442641843,24
RU1065C_121405233290611,12
RU1065C_169560856279286,4
RU1065C_231133460426030,24
RU1065C_236158196866397,24
RU1065C_192324048120739,4
RU1065C_135071968148323,18
RU1065C_121751140519221,20
RU1065C_191099023841075,24
RU1065C_161959790995869,15
RU1065C_191208116050277,24
RU1065C_196707177621740,24
RU1065C_239997885274022,24
RU1065C_196592945773996,22
RU1065C_165808914787627,24
RU1065C_121940405808492,1
RU1065C_200444892309358,17
RU1065C_192265766497691,24
RU1065C_156598210018165,24
RU1065C_169793570694965,12
RU1065C_120856598137142,24
RU1065C_235748449728883,24
RU1065C_134946191460086,24
RU1065C_135572183017885,6
RU1065C_165878546193820,24
RU1065C_226949759658925,1
RU1065C_156598210817380,24
RU1065C_121946399783733,24
RU1065C_161942477657843,14
RU1065C_192129401023724,24
RU1065C_232328267488550,24
RU1065C_134936689338149,15
RU1065C_226821225957292,13
RU1065C_227921676659126,6
RU1065C_165371901765414,13
RU1065C_205861484939051,24
RU1065C_239594412394853,24
RU1065C_120864516564765,5
RU1065C_191088274626333,12
RU1065C_129645262256997,5
RU1065C_135622810331371,24
RU1065C_201542881143541,15
RU1065C_227911847495582,24
RU1065C_125262248700829,13
RU1065C_156945416928612,15
RU1065C_134377511533812,24
RU1065C_169038970997100,5
RU1065C_160361975867181,12
RU1065C_157684151479195,24
RU1065C_241109208098525,24
RU1065C_240618655403292,15
RU1065C_230609252989868,5
RU1065C_226889764551966,24
RU1065C_130751366126371,24
RU1065C_125102556834036,24
RU1065C_131081016559980,24
RU1065C_134395523884838,12
RU1065C_205441818286875,22
RU1065C_134954930780894,5
RU1065C_135478794664758,15
RU1065C_192662392388907,24
RU1065C_192718885829420,24
RU1065C_228050775206323,13
RU1065C_191767581441317,24
RU1065C_121751112899942,15
RU1065C_196498756131547,24
RU1065C_120850243074996,24
RU1065C_191208162249140,24
RU1065C_130539736222115,24
RU1065C_227903392140084,24
RU1065C_204411025611060,24
RU1065C_129430407800557,24
RU1065C_160381137505579,6
RU1065C_236161793453291,24
RU1065C_191622849185573,24
RU1065C_236221682072883,24
RU1065C_227911832619443,14
RU1065C_192718916971293,24
RU1065C_195617061780404,6
RU1065C_135475976158004,24
RU1065C_195959571999133,24
RU1065C_192265766463267,13
RU1065C_134462248762165,24
RU1065C_196115518908661,24
RU1065C_134462249057006,24
RU1065C_135496081980643,24
RU1065C_160243595005149,24
RU1065C_191139691845428,24
RU1065C_195547374705571,12
RU1065C_192309015795950,2
RU1065C_227297027308387,22
RU1065C_164710449278179,6
RU1065C_196596582538012,8
RU1065C_196166655560547,12
RU1065C_162011077560739,24
RU1065C_227501959138678,13
RU1065C_232236074526493,6
RU1065C_126904027014902,24
RU1065C_165782043389148,24
RU1065C_199884218682155,24
RU1065C_165789560358772,6
RU1065C_164640670563235,24
RU1065C_126268640212781,2
RU1065C_129509046283619,24
RU1065C_200922541807397,24
RU1065C_191088259446619,24
RU1065C_134447990172509,24
RU1065C_192677412034486,24
RU1065C_134462229601206,1
RU1065C_122292171554203,12
RU1065C_126777567067373,15
RU1065C_120856551540595,24
RU1065C_165239938242286,15
RU1065C_165191531773221,24
RU1065C_156049513237403,2
RU1065C_134515801640227,24
RU1065C_230601870392221,24
RU1065C_195613974443829,5
RU1065C_161332503927588,5
RU1065C_204290766780772,1
RU1065C_227911832844134,18
RU1065C_121405234099956,6
RU1065C_130143747464430,24
RU1065C_192308984342838,13
RU1065C_166333974722910,13
RU1065C_164750311734180,5
RU1065C_135547770489179,24
RU1065C_133898368662379,24
RU1065C_196172038916843,24
RU1065C_135546843654948,24
RU1065C_231366194325342,24
RU1065C_170181075590580,15
RU1065C_195418284538598,24
RU1065C_121887344154339,22
RU1065C_157553840770293,14
RU1065C_192722522291501,15
RU1065C_165853178783476,24
RU1065C_227295639300341,18
RU1065C_227853897198516,15
RU1065C_169151728564596,0
RU1065C_170728665300315,12
