Cell,class
RU1144_LN_134540497901989,4
RU1144_LN_200994213456747,4
RU1144_T_236167208495908,4
RU1144_LN_170199701215972,4
RU1144_LN_239407447296238,4
RU1144_T_166264153459955,4
RU1144_T_129565671942427,4
RU1144_T_192315305376038,4
RU1144_T_232301316992285,4
RU1144_T_161340108228917,4
RU1144_T_170198343989037,4
RU1144_LN_130194213586795,4
RU1144_LN_239587835460828,4
RU1144_LN_157690371435307,4
RU1144_LN_235548418627435,12
RU1144_LN_160996510877550,4
RU1144_T_131089728714678,12
RU1144_LN_227493073276331,4
RU1144_LN_201595521985948,7
RU1144_LN_230654437668589,6
RU1144_LN_191553887952181,4
RU1144_LN_200348209396638,2
RU1144_LN_201114484955422,5
RU1144_T_162078888151923,4
RU1144_LN_155972653139869,12
RU1144_LN_166400399924638,4
RU1144_T_126149025253685,12
RU1144_T_121812496825563,4
RU1144_LN_227493073250166,12
RU1144_LN_230732713613092,4
RU1144_T_196113264425756,12
RU1144_LN_130529100946347,4
RU1144_T_227921676655348,6
RU1144_LN_126681616075166,4
RU1144_LN_232318603541932,4
RU1144_LN_197145283443635,12
RU1144_LN_122310398527917,4
RU1144_LN_121202323418355,4
RU1144_LN_129978405930861,4
RU1144_LN_227305214340021,4
RU1144_LN_227510387140467,4
RU1144_LN_157004352904500,4
RU1144_LN_170268002773868,4
RU1144_LN_200570519603557,4
RU1144_LN_239475407316726,4
RU1144_LN_135064452516580,4
RU1144_LN_236082068121899,4
RU1144_T_166469238148339,4
RU1144_LN_231291315672804,4
RU1144_T_204403356850397,4
RU1144_LN_226283281082731,4
RU1144_T_191691449064348,4
RU1144_LN_231365435116853,4
RU1144_LN_236639623175469,4
RU1144_LN_227354828729132,4
RU1144_T_199865964326188,4
RU1144_LN_165858459699957,4
RU1144_T_205870221609885,5
RU1144_LN_227921645223276,4
RU1144_T_227844232963893,7
RU1144_LN_227510402075868,4
RU1144_LN_126227569827166,4
RU1144_LN_125197033790820,4
RU1144_LN_195562288040861,4
RU1144_T_157477617712373,4
RU1144_LN_241057700465435,4
RU1144_LN_200563808464100,4
RU1144_T_226949805829342,14
RU1144_T_122514677648627,4
RU1144_LN_196043592812851,4
RU1144_LN_135571539909428,4
RU1144_LN_199962360732979,4
RU1144_T_204959707445685,7
RU1144_T_235533432376228,4
RU1144_LN_241106420689131,4
RU1144_LN_231907655576875,4
RU1144_T_226283249167075,4
RU1144_T_195426057309110,4
RU1144_LN_239448263453411,4
RU1144_LN_121812496894814,4
RU1144_LN_169158183864668,4
RU1144_LN_232261709851491,4
RU1144_T_192745848356139,4
RU1144_LN_227903404398438,4
RU1144_LN_231754916059931,4
RU1144_LN_155888869857006,4
RU1144_T_170199700626228,4
RU1144_LN_204765463469403,7
RU1144_T_131242065352499,4
RU1144_LN_231760526269214,4
RU1144_LN_162090699308333,4
RU1144_T_197060189436636,4
RU1144_LN_130754438192548,4
RU1144_LN_241098858359524,5
RU1144_LN_232450553957750,4
RU1144_LN_236288375379756,4
RU1144_LN_226901456246582,4
RU1144_T_235601971309428,6
RU1144_T_130134888790966,4
RU1144_LN_192729608052075,7
RU1144_T_126706296769819,4
RU1144_LN_169793589242605,4
RU1144_T_200348223552221,12
RU1144_T_160910626208116,12
RU1144_LN_205381688048044,4
RU1144_LN_239587835992475,4
RU1144_T_121276787739573,4
RU1144_LN_197145252018548,4
RU1144_LN_240634626427805,4
RU1144_T_231291300730779,4
RU1144_LN_226829547550558,4
RU1144_LN_236169995671340,4
RU1144_LN_226874778143476,4
RU1144_LN_231340573080821,12
RU1144_LN_227354844228979,4
RU1144_LN_230799407799539,4
RU1144_LN_170276726884653,4
RU1144_LN_204911357606708,4
RU1144_T_240154771318643,4
RU1144_LN_196527715895147,12
RU1144_T_130675130354019,4
RU1144_T_133829948987118,4
RU1144_LN_133895266879925,4
RU1144_T_125728267615019,4
RU1144_T_197206052817846,4
RU1144_LN_130142285191523,4
RU1144_LN_134522346629350,4
RU1144_T_200974080793958,4
RU1144_LN_204959707748189,4
RU1144_LN_192729654445875,4
RU1144_LN_228042023823277,4
RU1144_T_195623356849067,4
RU1144_LN_126834221410524,4
RU1144_LN_134600595729259,4
RU1144_LN_227903391550821,4
RU1144_T_134936690022621,4
RU1144_LN_162078857317108,4
RU1144_LN_192678095862060,4
RU1144_T_155971444698037,4
RU1144_T_165851863935396,4
RU1144_T_170181056944492,4
RU1144_T_227364224264628,4
RU1144_LN_126834253129963,4
RU1144_T_131175211023659,4
RU1144_LN_170660067175788,4
RU1144_LN_231900112083372,4
RU1144_LN_204959707948790,20
RU1144_T_235695804704670,12
RU1144_LN_192180147935670,12
RU1144_LN_166402847292211,4
RU1144_T_135064464874734,4
RU1144_T_240136785677164,4
RU1144_T_121319763958046,4
RU1144_LN_134938004442539,12
RU1144_LN_200983488711390,4
RU1144_LN_232330294652204,4
RU1144_T_165164925499123,4
RU1144_LN_231907642993461,4
RU1144_T_165232422087451,4
RU1144_T_227903377137076,4
RU1144_LN_239408835315493,4
RU1144_LN_134377510918502,4
RU1144_LN_166264168176043,4
RU1144_LN_200899053084006,4
RU1144_LN_204959707687268,4
RU1144_LN_201114457656172,4
RU1144_LN_134936708208861,4
RU1144_LN_169727151426347,4
RU1144_T_155888869825755,4
RU1144_LN_231270780394843,4
RU1144_LN_133854492321517,3
RU1144_LN_170745952427428,12
RU1144_T_226806193403686,4
RU1144_LN_226953398277853,12
RU1144_LN_131175238199197,4
RU1144_LN_236175633270643,4
RU1144_LN_120703424251763,12
RU1144_LN_134600627546548,4
RU1144_LN_235189011077411,4
RU1144_T_236176826132709,6
RU1144_LN_126681600649123,12
RU1144_LN_235550861842219,4
RU1144_T_236176872422835,6
RU1144_LN_157536929077550,4
RU1144_T_239932686948589,4
RU1144_LN_236082068876067,4
RU1144_T_191756844095725,12
RU1144_T_235737712380341,12
RU1144_T_226394662984420,4
RU1144_LN_226273463847854,4
RU1144_T_121879156672796,4
RU1144_T_161411826857715,7
RU1144_T_135699958188982,4
RU1144_T_157613982858459,4
RU1144_LN_166469266266422,4
RU1144_LN_161462675762086,4
RU1144_T_165946191931819,4
RU1144_T_240490763999662,4
RU1144_T_131309608324451,4
RU1144_LN_231711851560155,4
RU1144_LN_161478647895918,4
RU1144_LN_230799393307550,12
RU1144_LN_157614001736035,4
RU1144_LN_133982133111717,4
RU1144_LN_205392394479987,4
RU1144_LN_192180135290716,4
RU1144_LN_196715498851045,20
RU1144_T_227357110425963,4
RU1144_LN_227844202028388,4
RU1144_LN_170199713471323,7
RU1144_T_241057681325278,4
RU1144_LN_235550834584428,7
RU1144_LN_205392406527285,4
RU1144_LN_165945567491827,12
RU1144_LN_231270811555621,7
RU1144_T_231279489670428,4
RU1144_LN_197256799705900,4
RU1144_LN_205870209030499,4
RU1144_LN_227903392044788,4
RU1144_LN_227982995246388,12
RU1144_LN_170798612105956,4
RU1144_T_226394635725028,4
RU1144_LN_226283234449142,4
RU1144_LN_131097901034276,4
RU1144_LN_135571558000539,18
RU1144_LN_195615872699748,4
RU1144_T_160447843163059,4
RU1144_LN_164631959166173,1
RU1144_LN_192859711073574,4
RU1144_LN_236167189453683,4
RU1144_T_236175633333030,4
RU1144_T_157562549778733,4
RU1144_LN_204351789254453,4
RU1144_LN_239596337486691,4
RU1144_T_239932668294900,5
RU1144_T_131089759857499,4
RU1144_LN_235122054842803,4
RU1144_LN_235122008975595,7
RU1144_LN_169022476696355,4
RU1144_T_226822433393451,4
RU1144_LN_130203876445596,4
RU1144_LN_235548446420380,4
RU1144_T_239596291640038,4
RU1144_LN_204959661545262,4
RU1144_LN_235678522095533,4
RU1144_LN_195615872634155,5
RU1144_LN_191647322134435,4
RU1144_LN_226874732242846,4
RU1144_T_205449181478307,4
RU1144_LN_157537719760670,4
RU1144_LN_169174263052654,4
RU1144_LN_130736333482213,4
RU1144_T_235550834281262,4
RU1144_LN_157486583069468,4
RU1144_LN_191645443348902,4
RU1144_LN_170276773083037,4
RU1144_LN_130134903470518,4
RU1144_LN_161864274536822,4
RU1144_T_230816734725987,5
RU1144_LN_236650077732147,4
RU1144_T_200967516707550,4
RU1144_T_240136786167667,4
RU1144_LN_169014006500715,12
RU1144_T_160928745246004,4
RU1144_LN_160910639021278,20
RU1144_T_195547421096357,4
RU1144_LN_122293352294813,4
RU1144_LN_200363940178779,4
RU1144_LN_122428792687836,4
RU1144_LN_166402800340398,4
RU1144_T_226829547490539,4
RU1144_T_157684151311068,4
RU1144_T_230807863219950,4
RU1144_LN_191096761575134,4
RU1144_LN_195958632769843,4
RU1144_T_134592171293532,4
RU1144_T_169022489814964,4
RU1144_LN_169022489782067,4
RU1144_T_161890984225117,8
RU1144_LN_205870209554148,4
RU1144_T_134531727379252,12
RU1144_LN_134376349358901,4
RU1144_T_169794765772598,4
RU1144_LN_164761095847340,4
RU1144_T_133895281330102,4
RU1144_LN_131309589383988,4
RU1144_LN_191645425030884,4
RU1144_T_240136832534878,4
RU1144_T_133829902682461,4
RU1144_T_191760467705203,4
RU1144_LN_201585876916573,4
RU1144_LN_195958618373548,4
RU1144_LN_235214351062750,4
RU1144_T_230816706906973,4
RU1144_T_169014052482355,4
RU1144_LN_204825324611486,12
RU1144_LN_166264168991461,4
RU1144_LN_199944374774492,4
RU1144_LN_227305195683165,4
RU1144_T_192718884985067,13
RU1144_LN_191080743720733,4
RU1144_LN_125239699585773,4
RU1144_LN_231711851009829,4
RU1144_LN_131309590211869,4
RU1144_T_161451957508333,8
RU1144_LN_241057668230453,4
RU1144_LN_122514704325469,4
RU1144_LN_195546181946606,4
RU1144_T_157477617225118,4
RU1144_LN_239932655130539,4
RU1144_LN_227921676593574,12
RU1144_LN_205518961232221,4
RU1144_LN_240001540319603,4
RU1144_LN_236176840513963,12
RU1144_T_235129928313581,4
RU1144_LN_204882398894363,4
RU1144_T_121826167700774,4
RU1144_LN_232302646082924,4
RU1144_T_134531773262195,4
RU1144_LN_231760540396268,4
RU1144_LN_232328313593182,4
RU1144_T_231270780421997,12
RU1144_T_205392394205549,4
RU1144_T_170268017739574,12
RU1144_T_125197018324251,4
RU1144_LN_161864228457380,4
RU1144_LN_205518973819822,4
RU1144_T_200922541546739,4
RU1144_LN_192101765040869,4
RU1144_LN_226394635169180,4
RU1144_LN_126218818402093,4
RU1144_LN_204360514198251,4
RU1144_LN_239475360716636,4
RU1144_LN_231760540850612,4
RU1144_T_192325881088821,4
RU1144_LN_240634645888245,4
RU1144_T_126835160734939,4
RU1144_LN_134447975783141,4
RU1144_T_191691448536476,4
RU1144_T_235559317363940,5
RU1144_LN_231340586482547,4
RU1144_LN_200363912149356,4
RU1144_T_196043604901227,4
RU1144_LN_197264034940659,4
RU1144_LN_125719945567155,4
RU1144_LN_235214350732005,4
RU1144_LN_126149024933723,4
RU1144_T_192306970782517,4
RU1144_LN_240161240828654,4
RU1144_T_230611649750964,4
RU1144_LN_169793543322028,4
RU1144_T_130754483706742,4
RU1144_LN_169795583686555,4
RU1144_T_191708909684980,4
RU1144_LN_135699958257437,4
RU1144_LN_205922701527340,4
RU1144_LN_192653667789734,4
RU1144_T_170258500795747,4
RU1144_T_192306983877363,20
RU1144_T_230816721881947,12
RU1144_T_130736318277942,4
RU1144_LN_192718917024678,4
RU1144_LN_197264047036854,4
RU1144_T_126885761304941,4
RU1144_LN_161883167869228,12
RU1144_LN_169795583437220,4
RU1144_T_196527701813491,4
RU1144_LN_192653686689123,12
RU1144_T_204763079072052,4
RU1144_LN_170276772834526,4
RU1144_T_241114607901558,4
RU1144_LN_135149156784428,4
RU1144_T_235198527749357,4
RU1144_LN_191096715139315,4
RU1144_T_236768082971421,4
RU1144_LN_160990068684637,4
RU1144_LN_240136832085414,4
RU1144_T_200441249552668,4
RU1144_LN_156024146704172,12
RU1144_LN_200562850032939,4
RU1144_LN_231692880538844,4
RU1144_LN_226273436813093,4
RU1144_LN_134531755166069,4
RU1144_LN_169156948421044,4
RU1144_LN_235559336195942,4
RU1144_T_227973466320100,12
RU1144_LN_226970295724315,4
RU1144_LN_126706296937757,4
RU1144_LN_126834221463924,4
RU1144_T_230654464715181,4
RU1144_T_235129973722460,4
RU1144_LN_160440071179173,4
RU1144_T_230807849069404,4
RU1144_T_232438996553126,4
RU1144_T_121276833388275,14
RU1144_LN_157477590682013,4
RU1144_LN_195958664224035,4
RU1144_LN_165302242265437,12
RU1144_T_235737693154547,4
RU1144_T_169579734035757,1
RU1144_LN_169022476925661,4
RU1144_T_161864274787171,12
RU1144_T_157071984211884,4
RU1144_T_131175256348461,4
RU1144_T_200974112308459,1
RU1144_T_134540497480620,4
RU1144_LN_170343479790308,4
RU1144_T_131293456226230,4
RU1144_LN_120703436339572,13
RU1144_T_240001522026924,4
RU1144_LN_129583013320932,4
RU1144_T_121879171292468,4
RU1144_LN_130754465425702,4
RU1144_LN_232439011305261,4
RU1144_LN_200974080535459,4
RU1144_LN_236639609374435,12
RU1144_T_232439043177828,4
RU1144_T_204756770540403,4
RU1144_LN_239391502691108,4
RU1144_LN_134539660675429,7
RU1144_LN_157690352582005,4
RU1144_LN_231366240713436,4
RU1144_T_236176872717035,4
RU1144_LN_195606445414254,4
RU1144_LN_170198358510950,4
RU1144_T_196715518483877,4
RU1144_LN_165945536071470,4
RU1144_T_231822817385198,4
RU1144_LN_192121064537525,4
RU1144_LN_231692879916254,4
RU1144_LN_205510786870180,4
RU1144_LN_226265833102116,4
RU1144_LN_161889622899934,4
RU1144_LN_166332083072421,4
RU1144_T_232439042455398,4
RU1144_LN_191708882454837,4
RU1144_T_165188444573107,4
RU1144_LN_195426088246062,4
RU1144_T_205922689015006,4
RU1144_LN_204360513404197,12
RU1144_LN_192317693844843,4
RU1144_LN_170343460465452,4
RU1144_LN_192745894700790,4
RU1144_LN_204954173130676,4
RU1144_LN_156933486169507,4
RU1144_LN_226901468534637,4
RU1144_LN_236785384245085,4
RU1144_T_160928758094115,12
RU1144_T_231711832168302,4
RU1144_LN_232450585737133,4
RU1144_LN_199934564523444,12
RU1144_T_231291300731636,0
RU1144_LN_125745297743131,4
RU1144_T_197213581069148,4
RU1144_LN_191708928825755,4
RU1144_LN_129663543953822,4
RU1144_T_204911357681067,0
RU1144_LN_205922688518445,5
RU1144_T_204911389587315,8
RU1144_LN_130675142707444,4
RU1144_LN_192806931819292,4
RU1144_LN_161960462503278,4
RU1144_T_134041176329574,4
RU1144_LN_239475407673637,4
RU1144_LN_227354856770292,4
RU1144_T_165860339242926,5
RU1144_T_135571512706780,12
RU1144_LN_204911358367476,4
RU1144_T_232302677248940,12
RU1144_LN_230611649488619,4
RU1144_LN_204351804398811,4
RU1144_LN_240161227984115,4
RU1144_T_239458093222243,4
RU1144_LN_129457538415475,12
RU1144_LN_201585876715877,4
RU1144_LN_166416908249516,4
RU1144_LN_156933517630827,5
RU1144_LN_236633972197733,4
RU1144_LN_169794751350636,4
RU1144_LN_195426056562414,15
RU1144_T_191647303556406,4
RU1144_T_121955438520676,4
RU1144_T_155842550028075,20
RU1144_LN_161462663432037,4
RU1144_LN_156933485971822,4
RU1144_T_170660067662044,12
RU1144_T_157486582548891,4
RU1144_LN_133854511160604,4
RU1144_LN_227983013866421,4
RU1144_LN_191647290714476,4
RU1144_LN_204351836117293,1
RU1144_LN_134041161649014,4
RU1144_T_204360528128364,4
RU1144_LN_226829515254494,4
RU1144_LN_191210547006691,4
RU1144_LN_165858413301150,20
RU1144_LN_227982995474285,0
RU1144_T_169768874360181,4
RU1144_T_126706297555299,4
RU1144_T_200511163943142,4
RU1144_T_204911389129564,12
RU1144_T_169587518658294,8
RU1144_LN_235533413280563,18
RU1144_T_240154817448750,12
RU1144_LN_200416660188462,6
RU1144_LN_134539674020141,4
RU1144_T_195615840949980,4
RU1144_T_226949786949341,4
RU1144_LN_192859664733981,4
RU1144_T_191576423742830,4
RU1144_T_200983488608630,14
RU1144_T_232261709621555,12
RU1144_LN_130761042384612,4
RU1144_T_169579734841627,4
RU1144_LN_197185770834230,20
RU1144_LN_160990068070251,4
RU1144_LN_240136813234524,4
RU1144_T_126834234211678,4
RU1144_T_240154798405422,4
RU1144_LN_192317740468596,4
RU1144_LN_236785396541365,4
RU1144_T_231760553260902,4
RU1144_LN_130126479542699,4
RU1144_LN_191708909460716,4
RU1144_LN_236177496926948,4
RU1144_LN_235120023193957,4
RU1144_T_199865992365878,12
RU1144_LN_125042414544605,4
RU1144_LN_162078857313500,12
RU1144_LN_165860292873509,4
RU1144_T_135149156219228,5
RU1144_LN_191708896574260,4
RU1144_LN_204763046989165,4
RU1144_LN_228042070439852,4
RU1144_LN_134041207532851,4
RU1144_T_120786758528301,4
RU1144_LN_134376318221667,4
RU1144_LN_204213456922411,4
RU1144_T_226265814133044,4
RU1144_LN_232327461656819,4
RU1144_LN_126836637293403,4
RU1144_LN_240161241315566,4
RU1144_T_192678068906787,4
RU1144_LN_239408788658083,4
RU1144_LN_232318603778292,12
RU1144_T_191756844285163,2
RU1144_T_161340135696630,4
RU1144_LN_230732732415277,4
RU1144_LN_161889609734894,4
RU1144_LN_195562288036275,4
RU1144_LN_125247396993251,4
RU1144_LN_170327489015205,4
RU1144_LN_135149129455389,4
RU1144_LN_170181029686134,4
RU1144_LN_228042024008500,4
RU1144_LN_230652470286059,4
RU1144_LN_161411794646766,4
RU1144_LN_195547421395182,4
RU1144_T_201523600157038,4
RU1144_LN_160910638967518,4
RU1144_LN_135699973225323,4
RU1144_LN_236846752881390,12
RU1144_LN_231897711167333,4
RU1144_LN_240001522187181,4
RU1144_LN_235695790250285,4
RU1144_T_204359601146590,4
RU1144_LN_156463334058718,4
RU1144_LN_239587881577189,7
RU1144_LN_227921645431004,4
RU1144_LN_157004353625524,4
RU1144_T_205527685973869,4
RU1144_LN_162001579330908,4
RU1144_LN_157613969795812,4
RU1144_T_169027858778414,4
RU1144_LN_169794797423021,4
RU1144_LN_192788825859891,4
RU1144_LN_227510414624614,4
RU1144_LN_200426607037275,4
RU1144_LN_241114577226142,4
RU1144_LN_170180385884524,12
RU1144_LN_226273436777781,4
RU1144_LN_165327865232795,0
RU1144_LN_161864274622381,4
RU1144_LN_129663516757213,4
RU1144_LN_135014254763366,4
RU1144_T_131175257136358,4
RU1144_LN_161462675982173,4
RU1144_T_204403328866678,4
RU1144_LN_236650105555317,4
RU1144_LN_239932640508332,4
RU1144_T_204882398890918,4
RU1144_LN_239596336958822,4
RU1144_T_155888901019942,4
RU1144_LN_165325596223724,4
RU1144_LN_161411807697627,4
RU1144_T_131217369545124,2
RU1144_LN_226953399029084,4
RU1144_T_196043624078068,4
RU1144_T_197256817855852,4
RU1144_T_196180763371876,4
RU1144_LN_192101751904612,4
RU1144_LN_161890984192804,4
RU1144_T_196638189960118,4
RU1144_LN_227510433270195,4
RU1144_T_231280295233843,4
RU1144_LN_200562823083939,4
RU1144_LN_232321065834718,4
RU1144_T_126218864080742,4
RU1144_LN_157684165916509,4
RU1144_LN_161883167255459,4
RU1144_T_130754438354732,4
RU1144_T_169579748940524,4
RU1144_LN_230749778656606,4
RU1144_T_199962347846494,4
RU1144_T_156024173456244,4
RU1144_T_227516829886179,4
RU1144_LN_205518962018724,4
RU1144_LN_235695817312684,4
RU1144_T_231822849587509,4
RU1144_LN_230654464650035,4
RU1144_T_192101752362859,4
RU1144_LN_197256798989222,4
RU1144_T_197060157979052,4
RU1144_LN_191226653137636,12
RU1144_T_235214365191468,4
RU1144_LN_166402846776235,4
RU1144_T_192255417243436,4
RU1144_T_232449780116710,4
RU1144_LN_165232437054299,4
RU1144_LN_239468531116836,4
RU1144_LN_164769532959980,4
RU1144_LN_166290863568796,12
RU1144_LN_226901441341750,5
RU1144_LN_121338005441774,4
RU1144_LN_122282776676780,7
RU1144_LN_169014007024494,4
RU1144_LN_170137141037291,4
RU1144_T_121879202518901,4
RU1144_LN_236169995348899,4
RU1144_T_205510774052573,4
RU1144_LN_227981760260525,4
RU1144_T_235069798534437,4
RU1144_LN_232321033853788,4
RU1144_T_239477254637428,4
RU1144_T_204403328830892,4
RU1144_T_130057607010598,7
RU1144_LN_241098886170524,7
RU1144_LN_235550849292003,4
RU1144_LN_240136786492211,11
RU1144_T_156024192325867,4
RU1144_LN_126707819309805,4
RU1144_LN_170268048649116,4
RU1144_LN_236639636372195,4
RU1144_LN_235737692891486,4
RU1144_LN_169768893142766,4
RU1144_LN_236785415940900,4
RU1144_LN_201670656154340,4
RU1144_LN_201523581345075,4
RU1144_T_121742684469547,12
RU1144_LN_129583032196532,4
RU1144_T_166402800445805,4
RU1144_LN_226806174272309,4
RU1144_T_204756770736501,2
RU1144_LN_204224148691316,4
RU1144_LN_156515920701668,4
RU1144_LN_231366240910765,4
RU1144_T_170198344087925,4
RU1144_T_166351395253110,6
RU1144_T_157690340231597,4
RU1144_LN_157684179028908,4
RU1144_T_201111654058214,4
RU1144_T_200570519305117,4
RU1144_LN_156515934584245,4
RU1144_LN_204351835355573,4
RU1144_LN_232302631308651,4
RU1144_LN_191210578406772,4
RU1144_LN_200348254820782,7
RU1144_LN_166264200443742,7
RU1144_LN_197060170246878,4
RU1144_T_230611637360931,4
RU1144_LN_161889641421596,12
RU1144_T_200983489202973,4
RU1144_LN_227982982433125,4
RU1144_T_126293994821420,4
RU1144_LN_134936662751028,4
RU1144_T_236288388544933,4
RU1144_LN_120726897772259,4
RU1144_LN_200511163874027,12
RU1144_T_230799408064822,4
RU1144_T_227982995503853,4
RU1144_LN_134530815716148,4
RU1144_T_169027846133492,4
RU1144_T_133982120438635,4
RU1144_T_240482308446502,4
RU1144_LN_130736364874019,4
RU1144_T_125197064456094,4
RU1144_T_226822387264414,4
RU1144_T_226822414854438,12
RU1144_LN_165232436697445,4
RU1144_LN_121339884193643,4
RU1144_LN_130529086818155,4
RU1144_LN_204954204821926,20
RU1144_LN_204756738754909,4
RU1144_LN_121202311093147,18
RU1144_LN_231907674938211,4
RU1144_LN_241114562611630,4
RU1144_LN_236768082647478,4
RU1144_LN_226829500893422,4
RU1144_T_235697683740917,4
RU1144_LN_204403356089707,4
RU1144_LN_155888901089115,4
RU1144_T_191226665455014,4
RU1144_LN_135699958970164,4
RU1144_T_227846648949477,4
RU1144_T_201670702610349,4
RU1144_LN_169794751552733,4
RU1144_T_195622403197278,4
RU1144_T_121896067558187,12
RU1144_LN_239587835201947,4
RU1144_LN_170798611840419,4
RU1144_LN_235129943014182,7
RU1144_LN_157684197406621,4
RU1144_LN_165851863897964,4
RU1144_LN_164631947111646,4
RU1144_LN_134041161846124,4
RU1144_LN_196715472108333,4
RU1144_T_156463306816947,12
RU1144_T_130194259265971,4
RU1144_LN_161340122360604,15
RU1144_LN_205518962112355,4
RU1144_T_157690325286187,4
RU1144_T_192788825790748,4
RU1144_T_205511457631134,4
RU1144_LN_169579780630262,4
RU1144_LN_130531382740774,7
RU1144_LN_164761095261597,4
RU1144_LN_165385713632998,6
RU1144_LN_121896113723676,4
RU1144_T_240617702766958,4
RU1144_T_197060142976427,4
RU1144_LN_231907628895091,20
RU1144_LN_236768101780198,4
RU1144_T_196113251555110,5
RU1144_LN_133854464985012,4
RU1144_T_197206064982260,4
RU1144_T_235559317290293,4
