FLI1|GATA1,EKLF|0.332891,0.353885,0.548882,0.634975
FOG1|GATA1|0.277240,0.668081
PU1|PU1,GATA1,CEBPA,GATA2|0.350166,0.364757,0.344159,0.343804,0.016669,0.015319,0.346348,0.076091,0.870197,0.872738,0.883643,0.882794,0.891400,0.852255,0.880326,0.856705
CEBPA|CEBPA,GATA1,FOG1,SCL|0.075586,0.073825,0.078624,0.056435,0.168934,0.165791,0.156470,0.014393,0.955937,0.957187,0.950535,0.953104,0.909548,0.916851,0.896418,0.814541
GFI1|CEBPA,EGRNAB|0.127379,0.033529,0.934340,0.891633
GATA2|GATA2,GATA1,FOG1,PU1|0.103696,0.109767,0.139089,0.126656,0.116154,0.114071,0.129517,0.092666,0.838301,0.836373,0.814814,0.817527,0.962896,0.824501,0.880083,0.856885
EGRNAB|CJUN,GFI1,PU1|0.221732,0.164355,0.243212,0.202791,0.791381,0.985200,0.315326,0.388399
GATA1|GATA1,PU1,FLI1,GATA2|0.091661,0.098395,0.080969,0.110963,0.085838,0.090677,0.094755,0.101746,0.869169,0.934260,0.974593,0.979064,0.619871,0.546283,0.559304,0.585928
CJUN|GFI1,PU1|0.278989,0.932855,0.203264,0.097431
SCL|PU1,GATA1|0.254122,0.809131,0.250666,0.250963
EKLF|GATA1,FLI1|0.355350,0.376960,0.524841,0.612281
