"","x_name","y_name","p","median_diff","mean_diff","top_bin_mean","sample_count","metric"
"1","archetype_1","inorganic_cation_transmembrane_transport",7.10015285109353e-195,0.203709224716187,0.197335665793831,0.498191665997662,311,"wilcoxon_p_val"
"2","archetype_1","cellular_response_to_endogenous_stimulus",7.25237123664739e-195,0.0430857351012634,0.0420500334929483,0.0645857126935621,311,"wilcoxon_p_val"
"3","archetype_1","excitatory_postsynaptic_potential",7.41499499747793e-195,0.201430901674802,0.191587500617198,0.472625075562315,311,"wilcoxon_p_val"
"4","archetype_1","hindbrain_development",7.61055482912326e-195,0.10083439143365,0.0989017421951406,0.0545642728132369,311,"wilcoxon_p_val"
"5","archetype_1","negative_regulation_of_BMP_signaling_pathway",8.43754627211219e-195,0.0963278762437522,0.0963114816912233,0.114315249795758,311,"wilcoxon_p_val"
"6","archetype_1","mitochondrial_tRNA_processing",8.47831388772333e-195,0.040930521584262,0.0396487046253618,0.0622915448106387,311,"wilcoxon_p_val"
"7","archetype_1","cellular_amino_acid_catabolic_process",8.61840118350748e-195,0.0786529247586594,0.0750265270375807,0.058852970378104,311,"wilcoxon_p_val"
"8","archetype_1","regulation_of_postsynaptic_density_organization",8.67675403390218e-195,0.113630216797904,0.110506892265614,0.0174951710261672,311,"wilcoxon_p_val"
"9","archetype_1","oxoacid_metabolic_process",8.94857617655758e-195,0.136395456392999,0.1319757857144,0.189666175710766,311,"wilcoxon_p_val"
"10","archetype_1","negative_regulation_of_gluconeogenesis",8.95720631014534e-195,0.175149652644411,0.173485284517219,-0.11938337930454,311,"wilcoxon_p_val"
"11","archetype_1","microtubule_cytoskeleton_organization",8.96584475737424e-195,0.0227052951867353,0.0219495406024787,0.0375914563656776,311,"wilcoxon_p_val"
"12","archetype_1","protein_localization_to_microtubule_cytoskeleton",9.00916197839557e-195,0.220008510722371,0.210211751128071,0.171740644953835,311,"wilcoxon_p_val"
"13","archetype_1","negative_regulation_of_mRNA_splicing__via_spliceosome",9.17568249786634e-195,0.0920459542775715,0.0897261064701687,0.0884604432586675,311,"wilcoxon_p_val"
"14","archetype_1","positive_regulation_of_superoxide_anion_generation",9.34527736313656e-195,0.294130840242303,0.288349853486378,0.228302744135261,311,"wilcoxon_p_val"
"15","archetype_1","regulation_of_Wnt_signaling_pathway__planar_cell_polarity_pathway",9.49967244037591e-195,0.147209011997077,0.1470817550054,0.0675572345802006,311,"wilcoxon_p_val"
"16","archetype_1","regulation_of_heterotypic_cell_cell_adhesion",9.545565778394e-195,0.310390541794955,0.297986640344912,0.144903004965805,311,"wilcoxon_p_val"
"17","archetype_1","wound_healing__spreading_of_cells",9.6566153873318e-195,0.0774486205177996,0.0758056007233237,-0.0439868506976773,311,"wilcoxon_p_val"
"18","archetype_1","epiboly_involved_in_wound_healing",9.6566153873318e-195,0.0774486205314467,0.0758056007338833,-0.0439868506705671,311,"wilcoxon_p_val"
"19","archetype_1","regulation_of_postsynaptic_membrane_potential",9.92077542630727e-195,0.164546746903183,0.154569650888975,0.21386922932737,311,"wilcoxon_p_val"
"20","archetype_1","branching_morphogenesis_of_a_nerve",9.96870078444917e-195,0.346851352756924,0.335120404974641,0.453051888600629,311,"wilcoxon_p_val"
"21","archetype_1","negative_regulation_of_glycolytic_process",1.00846672923265e-194,0.788933715978257,0.749703647757406,0.781432179193301,311,"wilcoxon_p_val"
"22","archetype_1","positive_regulation_of_synaptic_transmission__GABAergic",1.01041256312412e-194,0.234569074240946,0.226364018038349,0.392337714297274,311,"wilcoxon_p_val"
"23","archetype_1","regulation_of_protein_localization_to_synapse",1.01333834792455e-194,0.158020581551127,0.156128727851416,-0.281036052517802,311,"wilcoxon_p_val"
"24","archetype_1","regulation_of_mitochondrial_translation",1.0300783613091e-194,0.182408345345453,0.175235444251783,0.243310916890793,311,"wilcoxon_p_val"
"25","archetype_1","negative_regulation_of_Ras_protein_signal_transduction",1.0481042515988e-194,0.122206348056923,0.116346102352859,0.144035988910718,311,"wilcoxon_p_val"
