CellID,CEBPA,CJUN,EGRNAB,EKLF,FLI1,FOG1,GATA1,GATA2,GFI1,PU1,SCL
E0_574,0.00908204041829894,0.0,0.9791641116069378,1.0,1.0,1.0,1.0,0.4937759972247751,0.0,0.0,1.0
E1_584,1.0,0.0,0.892739725966557,1.0,0.037574825013443246,1.0,0.43523980686228664,0.2992740297905678,1.0,0.2717327978010811,0.0
E2_1319,1.0,0.01064441964988263,0.0,0.0,0.0,0.0,0.010347280579058017,0.13376337120154685,0.9478101119011415,1.0,0.0
E4_149,0.9959094257637844,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
E5_841,1.0,1.0,1.0,1.0,0.0,0.3369161967850468,0.031451479597841524,0.10880234666475465,0.0,0.9898862426395648,1.0
E6_87,0.7022311784087396,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5683758668424206,1.0,0.0
E7_1349,0.0,0.03376652722216208,0.0015109839894593194,1.0,0.0,1.0,1.0,0.47777292274313665,0.0080720819317003,0.0,1.0
E8_1200,0.008193240335416027,0.0,0.0,0.047505688550268585,1.0,1.0,1.0,0.0,0.039210451674345025,0.0,1.0
E11_615,0.0,1.0,1.0,1.0,1.0,0.09496438979662047,0.0,1.0,0.0,1.0,0.18778310515901758
E13_29,0.8466407915611168,1.0,1.0,0.5826485206693611,0.5595564855739837,0.3953454664230611,1.0,1.0,0.7959048181409494,0.0,0.0
E14_491,0.0,0.0,0.3543610524779494,0.855894384973735,1.0,1.0,1.0,1.0,0.0,0.0,1.0
E17_694,0.9647013116342723,0.1733795676642039,0.21321581796403244,0.0,0.0,0.21335924375725504,0.637010210962675,0.0,1.0,0.5338475819599032,0.0
E20_341,0.0,0.052591177966078095,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
E21_961,1.0,0.0,0.0,1.0,0.19113136421979923,0.0,0.0,0.6816479595149664,1.0,0.8398660330205205,0.0
E22_932,0.0048708199066376245,1.0,1.0,0.5710917208493898,0.259081054605098,1.0,0.0,1.0,0.0,0.3526001330368179,0.46196389528262966
E23_1385,0.9040730510827928,0.0,0.0,0.2854099460838797,1.0,0.02729768939742365,0.44268709606623524,0.0,1.0,1.0,0.0
E25_1026,0.9620492037285024,0.016499081273927796,0.015709249826656477,0.0,0.001864529094600592,0.6642185566898859,0.0,0.0038264798103388106,1.0,0.0,0.013382958542165728
E27_788,0.0,1.0,1.0,0.0,0.0,0.0,0.13946671115413364,0.6985818985832388,0.0,0.8881163360345807,0.0
E28_331,0.932754677561077,0.0,0.7847258320770516,0.09430393235013579,0.0,0.04369249733513856,0.0,0.26111526761295945,0.7182059551918384,0.0,0.3952354331437054
E29_201,0.6205811256530257,0.0,0.4443412414769488,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
E30_42,0.8128955609449413,0.46486847973347545,0.1393561328033522,0.617067570172969,0.6986432153398924,0.0,1.0,1.0,1.0,0.0,0.0
E31_884,1.0,0.010807015166437084,0.6861848761138736,0.29076862969101885,0.3002254498574337,0.0,0.0,0.0,1.0,0.2574068113160584,0.0
E34_528,0.0,1.0,1.0,0.10709946797154211,0.02824645690623695,0.0,0.0,0.027944313029495946,0.0,1.0,0.08361833444332284
E36_590,0.014767788305956982,0.00770627464004805,0.363911346981395,1.0,0.6220657976092959,1.0,1.0,0.7981245836846352,0.0,0.0,1.0
E37_48,0.8627218595457088,0.169402483201396,0.0,0.0,1.0,0.0,1.0,1.0,0.4137555673454891,0.0,1.0
E38_454,0.7798250044308856,0.04964161494531523,0.3802955016154717,1.0,0.4955958851984497,0.34488694272838866,0.08012281483209156,3.7401387429259576e-05,1.0,0.871075896280895,0.15423529937355485
E39_869,0.014270088511615158,1.0,1.0,0.4664437627453901,0.07310457217768782,0.16608250002513705,1.0,0.0,0.015045107192275248,1.0,0.4080704548077249
E40_1363,1.0,0.0171395964460775,0.391789094628586,0.31582847111259704,1.0,0.37927575715469714,0.21966819466991472,0.15249632531803525,1.0,1.0,0.0
E41_1419,0.002461853450364136,1.0,1.0,0.012203679361760474,0.0,0.053594911144215863,0.13473573857576784,1.0,0.0,0.032872032428143745,0.13108177166902305
E42_1068,0.855162166348506,0.12195258286713656,0.8638108104461677,0.0,0.22331677387301882,0.17655417165928175,0.32610731996719394,0.03978856694994039,1.0,0.9097802946415714,0.10465944518453209
E44_175,1.0,0.1608254507720067,0.09396094111754484,0.7298976491828563,0.7871283592609707,0.0,0.41141325699536574,0.9281566957724182,0.8195420149449731,1.0,1.0
E45_1201,0.0,0.04212184568465945,0.0,1.0,1.0,1.0,1.0,0.5043062111272323,0.0,0.0,1.0
E46_114,1.0,1.0,0.22552308287480488,1.0,0.0,0.0,0.0,0.2701089771041184,0.9810728167037462,0.4616971971878574,0.2490829218005462
E47_328,0.8561421914094193,0.02466775201544848,0.0,0.0,0.0,0.0,0.039382931931857115,0.1350430564420275,0.7830221536111793,1.0,0.6551080430130336
E48_853,0.0019331212910535132,0.0,0.792748159701536,0.48631519154745506,1.0,1.0,1.0,1.0,0.0,0.0,1.0
