"","x_name","y_name","p","median_diff","mean_diff","top_bin_mean","sample_count","metric"
"1","archetype_1","cellular_protein_modification_process",3.71432891904681e-118,0.0131683887175856,0.0312428176173356,0.0636123254595337,258,"wilcoxon_p_val"
"2","archetype_1","protein_modification_process",3.71432891904681e-118,0.0131683887175861,0.031242817617338,0.0636123254595369,258,"wilcoxon_p_val"
"3","archetype_1","cellular_protein_metabolic_process",2.63113992291488e-112,0.0115295659282468,0.0170259964344166,0.0457678713149481,258,"wilcoxon_p_val"
"4","archetype_1","cellular_macromolecule_metabolic_process",1.71754668545496e-103,0.0114031446196264,0.0230092695423494,0.0301679482223037,258,"wilcoxon_p_val"
"5","archetype_1","heterocycle_biosynthetic_process",3.11393320909636e-103,0.00230917222606672,0.00319455381382802,0.00635090679568479,258,"wilcoxon_p_val"
"6","archetype_1","aromatic_compound_biosynthetic_process",3.11393320909636e-103,0.00230917222606673,0.003194553813828,0.00635090679568476,258,"wilcoxon_p_val"
"7","archetype_1","nucleobase_containing_compound_biosynthetic_process",3.11393320909636e-103,0.00230917222606672,0.003194553813828,0.00635090679568476,258,"wilcoxon_p_val"
"8","archetype_1","organic_cyclic_compound_biosynthetic_process",3.11393320909636e-103,0.00230917222606672,0.003194553813828,0.00635090679568476,258,"wilcoxon_p_val"
"9","archetype_1","organelle_organization",5.24464517900223e-102,0.0107964671409672,0.0211456822942873,0.0735027300020975,258,"wilcoxon_p_val"
"10","archetype_1","cellular_metabolic_process",1.31432086198291e-100,0.0129810489638088,0.0145095755099802,0.0383027106969475,258,"wilcoxon_p_val"
"11","archetype_1","cellular_localization",6.06327597679302e-100,0.00379378825725426,0.0082306918051068,0.0410008798032506,258,"wilcoxon_p_val"
"12","archetype_1","establishment_of_localization_in_cell",6.06327597679302e-100,0.00379378825725426,0.0082306918051068,0.0410008798032506,258,"wilcoxon_p_val"
"13","archetype_1","signaling",7.45353022159214e-99,0.00225043557159651,0.0036797372724793,0.0199808893347778,258,"wilcoxon_p_val"
"14","archetype_1","negative_regulation_of_nitrogen_compound_metabolic_process",6.22840356413253e-97,0.00330401116998893,0.00756436638250534,0.00775274568273646,258,"wilcoxon_p_val"
"15","archetype_1","regulation_of_nucleobase_containing_compound_metabolic_process",1.38442083247875e-92,0.00146147488129135,0.00165273514415905,0.00447691778636367,258,"wilcoxon_p_val"
"16","archetype_1","regulation_of_RNA_metabolic_process",1.38442083247875e-92,0.00146147488129135,0.00165273514415906,0.00447691778636368,258,"wilcoxon_p_val"
"17","archetype_1","regulation_of_cellular_macromolecule_biosynthetic_process",1.38442083247875e-92,0.00146147488129135,0.00165273514415906,0.00447691778636368,258,"wilcoxon_p_val"
"18","archetype_1","intracellular_signal_transduction",1.7129013432783e-91,0.00150542289489502,0.00187907174786901,0.0113022427761349,258,"wilcoxon_p_val"
"19","archetype_1","positive_regulation_of_macromolecule_biosynthetic_process",3.01590193901717e-90,0.00114993504908566,0.00312328396970355,-5.94136336191597e-05,258,"wilcoxon_p_val"
"20","archetype_1","positive_regulation_of_transcription__DNA_templated",3.01590193901717e-90,0.00114993504908567,0.00312328396970359,-5.94136336191223e-05,258,"wilcoxon_p_val"
"21","archetype_1","positive_regulation_of_nucleobase_containing_compound_metabolic_process",3.01590193901717e-90,0.00114993504908567,0.00312328396970359,-5.94136336191223e-05,258,"wilcoxon_p_val"
"22","archetype_1","positive_regulation_of_RNA_metabolic_process",3.01590193901717e-90,0.00114993504908567,0.00312328396970359,-5.94136336191223e-05,258,"wilcoxon_p_val"
"23","archetype_1","positive_regulation_of_RNA_biosynthetic_process",3.01590193901717e-90,0.00114993504908567,0.00312328396970359,-5.94136336191223e-05,258,"wilcoxon_p_val"
"24","archetype_1","positive_regulation_of_nucleic_acid_templated_transcription",3.01590193901717e-90,0.00114993504908567,0.00312328396970359,-5.94136336191223e-05,258,"wilcoxon_p_val"
"25","archetype_1","regulation_of_macromolecule_biosynthetic_process",4.16431836660673e-89,0.00252953537856746,0.0044663128909538,0.0195488347416454,258,"wilcoxon_p_val"
"26","archetype_1","biological_regulation",3.36060978633886e-87,0.0018686418513741,0.00594515611751463,0.0176865108196409,258,"wilcoxon_p_val"
"27","archetype_1","vesicle_mediated_transport",1.14310065699374e-86,0.00470431762972889,0.00756263582869859,0.00511417025994909,258,"wilcoxon_p_val"
"28","archetype_1","cellular_response_to_chemical_stimulus",5.38932091432446e-85,0.00253189787188324,0.00497205668215234,-0.00094622288958562,258,"wilcoxon_p_val"
"29","archetype_1","response_to_stress",1.53275682534347e-83,0.00472478150952844,0.0105143460345307,0.0124245491333944,258,"wilcoxon_p_val"
