CellID,CEBPA,EGRNAB,EKLF,FLI1,FOG1,GATA1,GATA2,GFI1,PU1,SCL,CJUN
E0_574,0.00970082661311095,0.022432984467853533,0.8676725306151996,0.020800295233194273,0.8673625383503636,0.6362201259764677,0.006334793946822438,0.0005945114853785127,0.003919261171240953,0.6540251653932186,0.0017079122165226848
E1_584,0.6516480956724643,0.020702907734716443,0.0172080822758502,0.002397576015826203,0.021691322203791018,0.012049700066815374,0.004698886616586636,0.6694848406020694,0.47508083748229596,0.001909432727649541,0.0032692875321784203
E2_1319,0.549113326536459,0.00026820795168834083,0.0009502461745431269,0.001080333324993539,0.000898813328355548,0.002979292778036636,0.0033068179234536192,0.5873292788688712,0.6664799852467997,0.0009756015564303673,0.005798885268473033
E3_1209,0.0012738671372157916,0.6170530483533524,0.005677347767552737,0.0028258844041386716,0.0003035440247709196,0.011729901740586888,0.001267625810235189,0.021076398345031493,0.6315405857922941,0.0008865571335994719,0.8554080836377441
E4_149,0.5159845874038745,0.12068548755302021,0.01636197035756479,0.0003733637138736039,0.002387172880969944,0.0011941125887103394,0.028550010572272664,0.8360054639567362,0.7755281284169847,0.0004296731927018927,0.22857913120891993
E5_841,0.5414416819442425,0.6534044823492665,0.0240030942937545,0.001527233457659913,0.00772224465453378,0.003429815366132775,0.0030968769981838994,0.0023495515935910865,0.6008397373177713,0.02747061707390865,0.6174417685590846
E6_87,0.36531535209348825,0.13170395387775533,0.017954411212121536,0.0009232069675834203,0.030741598696292418,0.0015974105798822235,0.017294211806376934,0.3548158913246483,0.6526591300879867,0.0013044068376431518,0.5565857051302964
E7_1349,0.00040142809938750447,0.0028619465410369975,0.7119134796028438,0.0010353161736563344,0.5706934182617948,0.5329893083592893,0.0062001960957252765,0.011467517317764958,0.012922407343355924,0.6033996457995152,0.010184757573358265
E8_1200,0.009244834962255435,0.0008720260568618513,0.0025118775367539347,0.6736463582855157,0.560836188878451,0.7138245571741869,0.002072205127212471,0.030548788778506118,0.0011709055392505239,0.523362876429582,0.0004231753701838238
E9_1076,0.5294546900898441,0.015465607200161548,0.010486409483311757,0.01431339616614001,0.013753378604300908,4.9958093277301165e-05,0.008423704511581899,0.7100744218161369,0.5109563810071662,0.0035956161639010826,0.0013541435432151948
E10_998,0.00465810493969852,0.6289486718866775,0.014776909265105538,0.0005063570338307911,0.01459597504968598,0.005938827408481488,0.009346149162095887,0.002625390564704788,0.4237022497659956,0.00047832820399720317,0.5382186608358723
E11_615,0.004634049540935614,0.7497274524515816,0.020731109140286415,0.022110996727046035,0.004069115202724559,2.2499102535987787e-05,0.022238040058467412,0.006257164995988946,0.7100815930063172,0.005111244555051855,0.6243269902826906
E12_760,0.6371227506906217,0.005621851283363315,0.00465112534996195,0.029246904241059867,0.031186552224112266,0.0027535986284793375,0.00036272194468070707,0.7371289201786652,0.6002969903235568,0.0027900428839938885,0.004078769662103564
E13_29,0.43940352914131964,0.03766534093545921,0.007439097441702679,0.007079183172909615,0.00860444383468921,0.07354173179800508,0.21541380987809272,0.4942432833425146,0.25912201341092894,0.0015853221753193124,0.5145894380120946
E14_491,0.001211314625405592,0.009925435500251953,0.00995495373415097,0.5717495535080896,0.61787419234733,0.7645440786408645,0.030655306161945443,0.003906069447699981,0.006518865284023526,0.62725639279747,0.0019208731099197806
E15_962,0.6370570601915044,0.0007640521379903014,0.09552159525985815,0.009921893906322412,0.018517696090403518,0.005273760848894062,0.005850164284234811,0.5523647202746682,0.7474604414121524,0.008689568886278625,0.002530184659071982
E16_1309,0.0036238238302751147,0.7706533611896981,0.009590319379142818,0.0006828548344304727,0.004346263298818749,0.025733485690850703,0.0027452253991233923,0.020568933609746327,0.5815143762803023,0.0011260974114017143,0.5332296521413309
